1215088511 0 0 0 0 0 0 0 0 0 0 0 0 0 11603 0 0 0 0 0 0
1215089169 0 0 0 0 0 0 0 0 0 0 0 0 0 11613 0 0 0 0 0 0
1215089890 0 0 0 0 0 0 0 0 0 0 0 0 0 11654 0 0 0 0 0 0
1215089976 0 0 0 0 0 0 0 0 0 0 0 0 0 11665 0 0 0 0 0 0
1215301190 0 0 0 0 0 0 0 0 0 0 0 0 0 11665 85 0 0 0 0 0
1215365405 0 0 0 0 0 0 0 0 0 0 0 0 0 11665 111 0 0 0 0 0
1215378758 0 0 0 0 0 0 0 0 0 0 0 0 0 11665 120 0 0 0 0 0
1215515562 0 0 0 0 0 0 0 0 0 0 0 0 0 11667 120 0 0 0 0 0
1215515594 0 0 0 0 0 0 0 0 0 0 0 0 0 11678 120 0 0 0 0 0
1215515819 0 0 0 0 0 0 0 0 0 0 0 0 0 11684 120 0 0 0 0 0
1215610747 0 0 0 0 0 0 0 0 0 0 0 0 0 11693 120 0 0 0 0 0
1215789779 0 0 0 0 0 0 0 0 0 0 0 0 0 11693 156 0 0 0 0 0
1215790699 0 19 0 0 0 0 0 0 0 0 0 0 0 11693 156 0 0 0 0 0
1215853215 0 33 0 0 0 0 0 0 0 0 0 0 0 11693 156 0 0 0 0 0
1215854436 0 44 0 0 0 0 0 0 0 0 0 0 0 11693 156 0 0 0 0 0
1215854681 0 49 0 0 0 0 0 0 0 0 0 0 0 11693 156 0 0 0 0 0
1215855408 0 55 0 0 0 0 0 0 0 0 0 0 0 11693 156 0 0 0 0 0
1215857167 0 80 0 0 0 0 0 0 0 0 0 0 0 11693 156 0 0 0 0 0
1215974040 0 80 0 0 0 0 0 0 0 0 0 0 0 11693 214 0 0 0 0 0
1215974517 0 80 0 0 0 0 0 0 0 0 0 0 0 11693 216 0 0 0 0 0
1215975391 0 80 0 0 0 0 0 0 0 0 0 0 0 11693 216 0 0 0 0 0
1216030483 0 80 0 0 0 0 0 0 0 0 0 0 0 11693 217 0 0 0 0 0
1216030567 0 80 0 0 0 0 0 0 0 0 0 0 0 11693 217 0 0 0 0 0
1216046213 0 80 0 0 0 0 0 0 0 0 0 0 0 11693 217 0 0 0 0 0
1216665803 0 80 0 0 0 0 0 0 0 0 0 0 0 11693 249 0 0 0 0 0
1216665896 0 80 0 0 0 0 0 0 0 0 0 0 0 11693 249 0 0 0 0 0
1216713982 0 80 0 0 0 0 0 0 0 0 0 0 0 11693 253 0 0 0 0 0
1216718751 0 80 0 0 0 0 0 0 0 0 0 0 0 11693 259 0 0 0 0 0
1216720234 0 80 0 0 0 0 0 0 0 0 0 0 0 11693 260 0 0 0 0 0
1216735359 0 80 0 0 0 0 0 0 0 0 0 0 0 11693 279 0 0 0 0 0
1216756675 0 80 0 0 0 0 0 0 0 0 0 0 0 11693 279 0 0 0 0 0
1216902186 0 80 0 0 0 0 0 0 0 0 0 0 0 11695 279 0 0 0 0 0
1216983585 0 80 0 0 0 0 0 0 0 0 0 0 0 11695 280 0 0 0 0 0
1217235714 0 80 0 0 0 0 0 0 0 0 0 0 0 11696 280 0 0 0 0 0
1217238566 0 80 0 0 0 0 0 0 0 0 0 0 0 11696 280 0 0 0 0 0
1217342024 0 80 0 0 0 0 0 0 0 0 0 0 0 11699 280 0 0 0 0 0
1217345031 0 80 0 0 0 0 0 0 0 0 0 0 0 11699 280 0 0 0 0 0
1217345215 0 80 0 0 0 0 0 0 0 0 0 0 3 11699 280 0 0 0 0 0
1217347962 0 80 0 0 0 0 0 0 0 0 0 0 3 11700 280 0 0 0 0 0
1217347987 0 80 0 0 0 0 0 0 0 0 0 0 3 11700 280 0 0 0 0 0
1217461442 0 80 0 0 0 0 0 0 0 0 0 0 3 11700 472 0 0 0 0 0
1217862250 0 80 0 0 0 0 0 0 0 0 0 0 3 11700 476 0 0 0 0 0
1217870293 0 80 0 0 0 0 0 0 0 0 0 0 4 11700 476 0 0 0 0 0
1217870685 0 80 0 0 0 0 0 0 0 0 0 0 5 11700 476 0 0 0 0 0
1217891432 0 80 0 0 0 0 0 0 0 0 0 0 5 11700 512 0 0 0 0 0
1217895319 0 80 0 0 0 0 0 0 0 0 0 0 5 11700 541 0 0 0 0 0
1217933817 0 82 0 0 0 0 0 0 0 0 0 0 5 11700 541 0 0 0 0 0
1217935998 0 82 0 0 0 0 0 0 0 0 0 0 5 11700 541 0 0 0 0 0
1217936999 0 82 0 0 0 0 0 0 0 0 0 0 5 11700 541 0 0 0 0 0
1217938046 0 82 0 0 0 0 0 0 0 0 0 0 5 11700 552 0 0 0 0 0
1217940931 0 82 0 0 0 0 0 0 0 0 0 0 5 11700 565 0 0 0 0 0
1217942433 0 82 0 0 0 0 0 0 0 0 0 0 6 11700 565 0 0 0 0 0
1217948701 0 82 0 0 0 0 0 0 0 0 0 0 6 11700 567 0 0 0 0 0
1217950649 0 82 0 0 0 0 0 0 0 0 0 0 6 11700 568 0 0 0 0 0
1217953145 0 82 0 0 0 0 0 0 0 0 0 0 6 11700 573 0 0 0 0 0
1217953748 0 82 0 0 0 0 0 0 0 0 0 0 6 11700 608 0 0 0 0 0
1217978203 0 82 0 0 0 0 0 0 0 0 0 0 6 11700 623 0 0 0 0 0
1217979690 0 82 0 0 0 0 0 0 0 0 0 0 6 11700 640 0 0 0 0 0
1217982329 0 82 0 0 0 0 0 0 0 0 0 0 6 11700 710 0 0 0 0 0
1218014163 0 82 0 0 0 0 0 0 0 0 0 0 6 11706 710 0 0 0 0 0
1218020421 0 82 0 0 0 0 0 0 0 0 0 0 6 11707 710 0 0 0 0 0
1218032616 0 82 0 0 0 0 0 0 0 0 0 0 6 11707 726 0 0 0 0 0
1218034065 0 82 0 0 0 0 0 0 0 0 0 0 6 11707 731 0 0 0 0 0
1218034533 0 82 0 0 0 0 0 0 0 0 0 0 6 11707 741 0 0 0 0 0
1218035212 0 82 0 0 0 0 0 0 0 0 0 0 6 11707 747 0 0 0 0 0
1218040354 0 82 0 0 0 0 0 0 0 0 0 0 6 11707 761 0 0 0 0 0
1218041864 0 82 0 0 0 0 0 0 0 0 0 0 6 11707 769 0 0 0 0 0
1218111381 0 82 0 0 0 0 0 0 0 0 0 0 335 11707 769 0 0 0 0 0
1218115327 0 82 0 0 0 0 0 0 0 0 0 0 336 11707 769 0 0 0 0 0
1218116878 0 82 0 0 0 0 0 0 0 0 0 0 348 11707 769 0 0 0 0 0
1218206435 0 82 0 0 0 0 0 0 0 0 0 0 348 11707 769 0 0 0 0 0
1218216311 0 82 0 0 0 0 0 0 0 0 0 0 458 11707 769 0 0 0 0 0
