RUN	computerdatabase.BasicSimulation	basicsimulation	1538966681557	 	3.0.0-RC3
USER	Scenario Name	1	START	1538966683120	1538966683120
REQUEST	1		request_1	1538966683141	1538966683579	OK	 
REQUEST	1		request_1 Redirect 1	1538966683587	1538966683710	OK	 
REQUEST	1		request_2	1538966690730	1538966690977	OK	 
REQUEST	1		request_3	1538966692988	1538966693121	OK	 
REQUEST	1		request_4	1538966696108	1538966696227	OK	 
REQUEST	1		request_4 Redirect 1	1538966696228	1538966696359	OK	 
REQUEST	1		request_5	1538966698369	1538966698488	OK	 
REQUEST	1		request_6	1538966699159	1538966699274	OK	 
REQUEST	1		request_7	1538966699899	1538966700015	OK	 
REQUEST	1		request_8	1538966700759	1538966700877	OK	 
REQUEST	1		request_9	1538966705859	1538966706120	OK	 
REQUEST	1		request_10	1538966707134	1538966707347	OK	 
REQUEST	1		request_10 Redirect 1	1538966707357	1538966707497	OK	 
USER	Scenario Name	1	END	1538966683120	1538966707507
